epoch,train_loss,val_loss,val_rmse_C
1,0.027696,1.158783,1.605350
2,0.020131,1.127931,1.574238
3,0.019022,1.101982,1.549016
4,0.018220,1.113450,1.570334
5,0.017482,1.104726,1.560980
6,0.016710,1.112719,1.589156
7,0.015858,1.125204,1.621021
8,0.014927,1.176339,1.687041
