epoch,train_loss,val_loss,val_rmse_C
1,0.027662,1.182413,1.640384
2,0.020230,1.115196,1.568229
3,0.019318,1.112215,1.563281
4,0.018736,1.133109,1.586998
5,0.018317,1.095416,1.553608
6,0.017929,1.113626,1.572430
7,0.017537,1.104144,1.563113
8,0.017233,1.078249,1.537778
9,0.016822,1.071749,1.536365
10,0.016455,1.096445,1.567872
11,0.016075,1.103298,1.589494
12,0.015743,1.096702,1.584318
13,0.015361,1.124383,1.639144
14,0.014989,1.102844,1.602294
