epoch,train_loss,val_loss,val_rmse_C
1,0.027602,1.186059,1.642303
2,0.020204,1.126735,1.585903
3,0.019286,1.102352,1.558059
4,0.018755,1.080271,1.535844
5,0.018303,1.080494,1.537968
6,0.017945,1.105320,1.561443
7,0.017567,1.077091,1.538118
8,0.017210,1.105440,1.562487
9,0.016844,1.083367,1.550010
