epoch,train_loss,val_loss,val_rmse_C
1,0.027661,1.169012,1.627063
2,0.020177,1.149731,1.591043
3,0.019211,1.102013,1.551939
4,0.018638,1.089022,1.543936
5,0.018188,1.099348,1.553303
6,0.017804,1.071172,1.531415
7,0.017456,1.100821,1.566313
8,0.017094,1.095442,1.564308
9,0.016723,1.088701,1.569078
10,0.016348,1.141782,1.621488
11,0.015924,1.092527,1.574148
