epoch,train_loss,val_loss,val_rmse_C
1,0.027876,1.217015,1.661176
2,0.020157,1.117838,1.564803
3,0.019024,1.095841,1.538577
4,0.018267,1.096325,1.545343
5,0.017489,1.095847,1.563561
6,0.016727,1.105149,1.576096
7,0.015860,1.133313,1.610372
8,0.014859,1.147113,1.638081
