epoch,train_loss,val_loss,val_rmse_C
1,0.027630,1.225023,1.684356
2,0.020202,1.130323,1.581855
3,0.019272,1.103120,1.558646
4,0.018669,1.091205,1.544034
5,0.018241,1.077663,1.534285
6,0.017892,1.064328,1.520829
7,0.017568,1.080396,1.539729
8,0.017178,1.080600,1.546857
9,0.016817,1.092105,1.559832
10,0.016449,1.096037,1.569960
11,0.016103,1.108326,1.590183
